,index_arr,sigH,T_period,Cp
3828,2552.0,0.6428807418777679,3.1796149103547404,4.9589351882145465
3829,2553.0,0.6222975717173768,3.343864814497969,5.214415470845705
3830,2553.5,0.582570989473363,3.4543904788153768,5.38559702150331
3831,2554.0,0.5428444072293495,3.564916143132785,5.5567785721609155
3832,2555.0,0.614903455615953,3.276704313137897,5.109999487529899
3833,2555.5,0.5971997275314161,3.372409467293871,5.258573117133659
3834,2556.0,0.5794959994468792,3.468114621449845,5.407146746737419
3835,2557.0,0.5307961936997205,3.4893994996583197,5.4401457424722555
3836,2557.5,0.5329034053071015,3.508682016872044,5.470015346427758
3837,2558.0,0.5350106169144824,3.5279645340857684,5.499884950383261
3838,2559.0,0.5873492433575137,3.2552705784690272,5.076730601705653
3839,2559.5,0.5994149145163017,3.2233089835864215,5.026985875449498
3840,2560.0,0.6114805856750898,3.191347388703816,4.977241149193343
3841,2561.0,0.6251115427725972,3.1628874029208105,4.932929495938149
3842,2561.5,0.599364912445639,3.0911602219259384,4.82115054985422
3843,2562.0,0.5736182821186808,3.019433040931066,4.709371603770291
3844,2563.0,0.5471559271798031,2.963807783277001,4.6226491551670215
3845,2563.5,0.5306749189355281,3.0008841799927595,4.6804571267688
3846,2564.0,0.5141939106912531,3.0379605767085174,4.7382650983705785
3847,2565.0,0.5473649479564062,3.068764303300235,4.786290037255611
3848,2565.5,0.5218607648078397,3.055613909423463,4.765792416557454
3849,2566.0,0.49635658165927327,3.042463515546691,4.745294795859296
3850,2567.0,0.49431126658576446,3.0625277062302465,4.7765782174232925
3851,2567.5,0.4354120132683344,3.2182657245685364,5.019123935106935
3852,2568.0,0.37651275995090433,3.0490387124850766,4.755543606208375
3853,2569.0,0.3526522774738315,3.045751114015884,4.750419201033836
3854,2569.5,0.35410848314918897,3.026579682992631,4.720416289153192
3855,2570.0,0.35556468882454645,2.801089657264425,4.36890150754281
3856,2571.0,0.3369590045872501,2.7194801245770304,4.241619084768433
3857,2571.5,0.3119224364326187,2.8636278606495504,4.466416317273627
3858,2572.0,0.2868858682779873,3.0077755967220705,4.691213549778819
3859,2573.0,0.2530279970397603,3.1719109594955404,4.947033551551638
3860,2573.5,0.24331614063182463,3.2810982429363693,5.116922446853187
3861,2574.0,0.23360428422388896,3.3902855263771983,5.286811342154736
3862,2575.0,0.24470012329755678,3.0935174320620304,4.82484853639902
3863,2575.5,0.22087663556426423,3.255919353868369,5.077516407994038
3864,2576.0,0.1970531478309717,3.4183212756747072,5.330184279589055
3865,2577.0,0.2044956074841156,3.2725588362935434,5.10362253310198
3866,2577.5,0.20909068560361907,3.294336683840375,5.137475662179243
3867,2578.0,0.21368576372312253,3.316114531387206,5.171328791256507
3868,2579.0,0.2205964221255043,3.393441038132354,5.291410301454261
3869,2579.5,0.22399828655364537,3.337892420336242,5.205101637420235
3870,2580.0,0.22740015098178645,3.28234380254013,5.11879297338621
3871,2581.0,0.21912563325084444,3.1662279464800123,4.938073649779352
3872,2581.5,0.20952827026220527,3.222667402907005,5.025920026614286
3873,2582.0,0.19993090727356613,3.279106859333998,5.11376640344922
3874,2583.0,0.20682089651171745,3.0943736067025336,4.8261450452892225
3875,2583.5,0.2682606367010332,2.7085120062590597,4.224412841803801
3876,2584.0,0.21986102768817437,2.322650405815586,3.6226806383183803
3877,2585.0,0.21949333046950942,2.4021956421683774,3.746748716297484
3878,2585.5,0.30726469879328894,2.4183505915616808,3.771945849810365
3879,2586.0,0.29007211033461155,2.4345055409549836,3.797142983323245
3880,2587.0,0.19394498644434988,2.9539833838826874,4.607316053759641
3881,2587.5,0.238327322834462,2.5931180258326405,4.044500852215874
3882,2588.0,0.28270965922457414,2.2322526677825936,3.4816856506721074
3883,2589.0,0.1658210831401422,2.7500221641287235,4.2892515940220575
3884,2589.5,0.15735922478172204,2.816023381840638,4.392185182087321
3885,2590.0,0.14889736642330184,2.882024599552553,4.495118770152585
3886,2591.0,0.14721921256192094,2.8782248102199506,4.489195838505263
3887,2591.5,0.18256909119146275,2.5755953548521813,4.017191332606853
3888,2592.0,0.21791896982100453,2.2729658994844124,3.5451868267084423
3889,2593.0,0.22063371859372727,2.2222178419229976,3.466034149650153
3890,2593.5,0.21211065432692155,2.2188857355282163,3.4608370019434465
3891,2594.0,0.20358759006011584,2.2155536291334355,3.4556398542367397
3892,2595.0,0.17244019905647548,2.2837126499670704,3.561948731136654
3893,2595.5,0.15960398266071918,2.2709266574144933,3.5420061843202193
3894,2596.0,0.1467677662649629,2.2581406648619162,3.522063637503785
3895,2597.0,0.14927306979268323,2.204819146105275,3.438897082980732
3896,2597.5,0.15396093030119595,2.1871109666480413,3.411277309142824
3897,2598.0,0.15864879080970865,2.169402787190807,3.383657535304916
3898,2599.0,0.20344522862103098,2.0333764780838215,3.17149479297381
3899,2599.5,0.21725174793975893,2.053941315026389,3.2035701483799306
3900,2600.0,0.23105826725848688,2.074506151968956,3.2356455037860514
3901,2601.0,0.2522495849094451,2.1908717107625484,3.4171430104882337
3902,2601.5,0.2818214026410144,2.2233261845916497,3.4677628484016614
3903,2602.0,0.31139322037258377,2.2557806584207514,3.5183826863150895
3904,2603.0,0.3392682399726455,2.3686135011478537,3.694370081918081
3905,2603.5,0.3640461679637983,2.436881808201811,3.800849155609426
3906,2604.0,0.38882409595495104,2.505150115255768,3.907328229300772
3907,2605.0,0.36262154305840405,2.446014365372969,3.8150934510541124
