,jd,old_date
997,118.73200,20220428_202000
998,118.74400,20220428_204000
999,118.75600,20220428_210000
1000,118.76800,20220428_212000
1001,118.78000,20220428_214000
1002,118.79200,20220428_220000
1003,118.80400,20220428_222000
1004,118.81600,20220428_224000
1005,118.82800,20220428_230000
1006,118.84000,20220428_232000
1007,118.85200,20220428_234000
1008,119.00,20220429_000000
1009,119.01200,20220429_002000
1010,119.02400,20220429_004000
1011,119.03600,20220429_010000
1012,119.04800,20220429_012000
1013,119.06000,20220429_014000
1014,119.07200,20220429_020000
1015,119.08400,20220429_022000
1016,119.09600,20220429_024000
1017,119.10800,20220429_030000
1018,119.12000,20220429_032000
1019,119.13200,20220429_034000
1020,119.14400,20220429_040000
1021,119.15600,20220429_042000
1022,119.16800,20220429_044000
1023,119.18000,20220429_050000
1024,119.19200,20220429_052000
1025,119.20400,20220429_054000
1026,119.21600,20220429_060000
1027,119.22800,20220429_062000
1028,119.24000,20220429_064000
1029,119.25200,20220429_070000
1030,119.26400,20220429_072000
1031,119.27600,20220429_074000
1032,119.28800,20220429_080000
1033,119.30000,20220429_082000
1034,119.31200,20220429_084000
1035,119.32400,20220429_090000
1036,119.33600,20220429_092000
1037,119.34800,20220429_094000
1038,119.36000,20220429_100000
1039,119.37200,20220429_102000
1040,119.38400,20220429_104000
1041,119.39600,20220429_110000
1042,119.40800,20220429_112000
1043,119.42000,20220429_114000
1044,119.43200,20220429_120000
1045,119.44400,20220429_122000
1046,119.45600,20220429_124000
1047,119.46800,20220429_130000
1048,119.48000,20220429_132000
1049,119.49200,20220429_134000
1050,119.50400,20220429_140000
1051,119.51600,20220429_142000
1052,119.52800,20220429_144000
1053,119.54000,20220429_150000
1054,119.55200,20220429_152000
1055,119.56400,20220429_154000
1056,119.57600,20220429_160000
1057,119.58800,20220429_162000
1058,119.60000,20220429_164000
1059,119.61200,20220429_170000
1060,119.62400,20220429_172000
1061,119.63600,20220429_174000
1062,119.64800,20220429_180000
1063,119.66000,20220429_182000
1064,119.67200,20220429_184000
1065,119.68400,20220429_190000
1066,119.69600,20220429_192000
1067,119.70800,20220429_194000
1068,119.72000,20220429_200000
1069,119.73200,20220429_202000
1070,119.74400,20220429_204000
1071,119.75600,20220429_210000
1072,119.76800,20220429_212000
1073,119.78000,20220429_214000
1074,119.79200,20220429_220000
1075,119.80400,20220429_222000
1076,119.81600,20220429_224000
1077,119.82800,20220429_230000
1078,119.84000,20220429_232000
1079,119.85200,20220429_234000
1080,120.00,20220430_000000
1081,120.01200,20220430_002000
1082,120.02400,20220430_004000
1083,120.03600,20220430_010000
1084,120.04800,20220430_012000
1085,120.06000,20220430_014000
1086,120.07200,20220430_020000
1087,120.08400,20220430_022000
1088,120.09600,20220430_024000
1089,120.10800,20220430_030000
1090,120.12000,20220430_032000
1091,120.13200,20220430_034000
1092,120.14400,20220430_040000
1093,120.15600,20220430_042000
1094,120.16800,20220430_044000
1095,120.18000,20220430_050000
1096,120.19200,20220430_052000
1097,120.20400,20220430_054000
1098,120.21600,20220430_060000
1099,120.22800,20220430_062000
1100,120.24000,20220430_064000
1101,120.25200,20220430_070000
1102,120.26400,20220430_072000
1103,120.27600,20220430_074000
1104,120.28800,20220430_080000
1105,120.30000,20220430_082000
1106,120.31200,20220430_084000
1107,120.32400,20220430_090000
1108,120.33600,20220430_092000
1109,120.34800,20220430_094000
1110,120.36000,20220430_100000
1111,120.37200,20220430_102000
1112,120.38400,20220430_104000
1113,120.39600,20220430_110000
1114,120.40800,20220430_112000
1115,120.42000,20220430_114000
1116,120.43200,20220430_120000
1117,120.44400,20220430_122000
1118,120.45600,20220430_124000
1119,120.46800,20220430_130000
1120,120.48000,20220430_132000
1121,120.49200,20220430_134000
1122,120.50400,20220430_140000
1123,120.51600,20220430_142000
1124,120.52800,20220430_144000
1125,120.54000,20220430_150000
1126,120.55200,20220430_152000
1127,120.56400,20220430_154000
1128,120.57600,20220430_160000
1129,120.58800,20220430_162000
1130,120.60000,20220430_164000
1131,120.61200,20220430_170000
1132,120.62400,20220430_172000
1133,120.63600,20220430_174000
1134,120.64800,20220430_180000
1135,120.66000,20220430_182000
1136,120.67200,20220430_184000
1137,120.68400,20220430_190000
1138,120.69600,20220430_192000
1139,120.70800,20220430_194000
1140,120.72000,20220430_200000
1141,120.73200,20220430_202000
1142,120.74400,20220430_204000
1143,120.75600,20220430_210000
1144,120.76800,20220430_212000
1145,120.78000,20220430_214000
1146,120.79200,20220430_220000
1147,120.80400,20220430_222000
1148,120.81600,20220430_224000
1149,120.82800,20220430_230000
1150,120.84000,20220430_232000
1151,120.85200,20220430_234000
1152,121.00,20220501_000000
1153,121.01200,20220501_002000
1154,121.02400,20220501_004000
1155,121.03600,20220501_010000
1156,121.04800,20220501_012000
1157,121.06000,20220501_014000
1158,121.07200,20220501_020000
1159,121.08400,20220501_022000
1160,121.09600,20220501_024000
1161,121.10800,20220501_030000
1162,121.12000,20220501_032000
1163,121.13200,20220501_034000
1164,121.14400,20220501_040000
1165,121.15600,20220501_042000
1166,121.16800,20220501_044000
1167,121.18000,20220501_050000
1168,121.19200,20220501_052000
1169,121.20400,20220501_054000
1170,121.21600,20220501_060000
1171,121.22800,20220501_062000
1172,121.24000,20220501_064000
1173,121.25200,20220501_070000
1174,121.26400,20220501_072000
1175,121.27600,20220501_074000
1176,121.28800,20220501_080000
1177,121.30000,20220501_082000
1178,121.31200,20220501_084000
1179,121.32400,20220501_090000
1180,121.33600,20220501_092000
1181,121.34800,20220501_094000
1182,121.36000,20220501_100000
1183,121.37200,20220501_102000
1184,121.38400,20220501_104000
1185,121.39600,20220501_110000
1186,121.40800,20220501_112000
1187,121.42000,20220501_114000
1188,121.43200,20220501_120000
1189,121.44400,20220501_122000
1190,121.45600,20220501_124000
1191,121.46800,20220501_130000
1192,121.48000,20220501_132000
1193,121.49200,20220501_134000
1194,121.50400,20220501_140000
1195,121.51600,20220501_142000
1196,121.52800,20220501_144000
1197,121.54000,20220501_150000
1198,121.55200,20220501_152000
1199,121.56400,20220501_154000
1200,121.57600,20220501_160000
1201,121.58800,20220501_162000
1202,121.60000,20220501_164000
1203,121.61200,20220501_170000
1204,121.62400,20220501_172000
1205,121.63600,20220501_174000
1206,121.64800,20220501_180000
1207,121.66000,20220501_182000
1208,121.67200,20220501_184000
1209,121.68400,20220501_190000
1210,121.69600,20220501_192000
1211,121.70800,20220501_194000
1212,121.72000,20220501_200000
1213,121.73200,20220501_202000
1214,121.74400,20220501_204000
1215,121.75600,20220501_210000
1216,121.76800,20220501_212000
1217,121.78000,20220501_214000
1218,121.79200,20220501_220000
1219,121.80400,20220501_222000
1220,121.81600,20220501_224000
1221,121.82800,20220501_230000
1222,121.84000,20220501_232000
1223,121.85200,20220501_234000
1224,122.00,20220502_000000
1225,122.01200,20220502_002000
1226,122.02400,20220502_004000
1227,122.03600,20220502_010000
1228,122.04800,20220502_012000
1229,122.06000,20220502_014000
1230,122.07200,20220502_020000
1231,122.08400,20220502_022000
1232,122.09600,20220502_024000
1233,122.10800,20220502_030000
1234,122.12000,20220502_032000
1235,122.13200,20220502_034000
1236,122.14400,20220502_040000
1237,122.15600,20220502_042000
1238,122.16800,20220502_044000
1239,122.18000,20220502_050000
1240,122.19200,20220502_052000
1241,122.20400,20220502_054000
1242,122.21600,20220502_060000
1243,122.22800,20220502_062000
1244,122.24000,20220502_064000
1245,122.25200,20220502_070000
1246,122.26400,20220502_072000
1247,122.27600,20220502_074000
1248,122.28800,20220502_080000
1249,122.30000,20220502_082000
1250,122.31200,20220502_084000
1251,122.32400,20220502_090000
1252,122.33600,20220502_092000
1253,122.34800,20220502_094000
1254,122.36000,20220502_100000
1255,122.37200,20220502_102000
1256,122.38400,20220502_104000
1257,122.39600,20220502_110000
1258,122.40800,20220502_112000
1259,122.42000,20220502_114000
1260,122.43200,20220502_120000
1261,122.44400,20220502_122000
1262,122.45600,20220502_124000
1263,122.46800,20220502_130000
1264,122.48000,20220502_132000
1265,122.49200,20220502_134000
1266,122.50400,20220502_140000
1267,122.51600,20220502_142000
1268,122.52800,20220502_144000
1269,122.54000,20220502_150000
1270,122.55200,20220502_152000
1271,122.56400,20220502_154000
1272,122.57600,20220502_160000
1273,122.58800,20220502_162000
1274,122.60000,20220502_164000
1275,122.61200,20220502_170000
1276,122.62400,20220502_172000
1277,122.63600,20220502_174000
1278,122.64800,20220502_180000
1279,122.66000,20220502_182000
1280,122.67200,20220502_184000
1281,122.68400,20220502_190000
1282,122.69600,20220502_192000
1283,122.70800,20220502_194000
1284,122.72000,20220502_200000
1285,122.73200,20220502_202000
1286,122.74400,20220502_204000
1287,122.75600,20220502_210000
1288,122.76800,20220502_212000
1289,122.78000,20220502_214000
1290,122.79200,20220502_220000
1291,122.80400,20220502_222000
1292,122.81600,20220502_224000
1293,122.82800,20220502_230000
1294,122.84000,20220502_232000
1295,122.85200,20220502_234000
1296,123.00,20220503_000000
1297,123.01200,20220503_002000
1298,123.02400,20220503_004000
1299,123.03600,20220503_010000
1300,123.04800,20220503_012000
1301,123.06000,20220503_014000
1302,123.07200,20220503_020000
1303,123.08400,20220503_022000
1304,123.09600,20220503_024000
1305,123.10800,20220503_030000
1306,123.12000,20220503_032000
1307,123.13200,20220503_034000
1308,123.14400,20220503_040000
1309,123.15600,20220503_042000
1310,123.16800,20220503_044000
1311,123.18000,20220503_050000
1312,123.19200,20220503_052000
1313,123.20400,20220503_054000
1314,123.21600,20220503_060000
1315,123.22800,20220503_062000
1316,123.24000,20220503_064000
1317,123.25200,20220503_070000
1318,123.26400,20220503_072000
1319,123.27600,20220503_074000
1320,123.28800,20220503_080000
1321,123.30000,20220503_082000
1322,123.31200,20220503_084000
1323,123.32400,20220503_090000
1324,123.33600,20220503_092000
1325,123.34800,20220503_094000
1326,123.36000,20220503_100000
1327,123.37200,20220503_102000
1328,123.38400,20220503_104000
1329,123.39600,20220503_110000
1330,123.40800,20220503_112000
1331,123.42000,20220503_114000
1332,123.43200,20220503_120000
1333,123.44400,20220503_122000
1334,123.45600,20220503_124000
1335,123.46800,20220503_130000
1336,123.48000,20220503_132000
1337,123.49200,20220503_134000
1338,123.50400,20220503_140000
1339,123.51600,20220503_142000
1340,123.52800,20220503_144000
1341,123.54000,20220503_150000
1342,123.55200,20220503_152000
1343,123.56400,20220503_154000
1344,123.57600,20220503_160000
1345,123.58800,20220503_162000
1346,123.60000,20220503_164000
1347,123.61200,20220503_170000
1348,123.62400,20220503_172000
1349,123.63600,20220503_174000
1350,123.64800,20220503_180000
1351,123.66000,20220503_182000
1352,123.67200,20220503_184000
1353,123.68400,20220503_190000
1354,123.69600,20220503_192000
1355,123.70800,20220503_194000
1356,123.72000,20220503_200000
1357,123.73200,20220503_202000
1358,123.74400,20220503_204000
1359,123.75600,20220503_210000
1360,123.76800,20220503_212000
1361,123.78000,20220503_214000
1362,123.79200,20220503_220000
1363,123.80400,20220503_222000
1364,123.81600,20220503_224000
1365,123.82800,20220503_230000
1366,123.84000,20220503_232000
1367,123.85200,20220503_234000
1368,124.00,20220504_000000
1369,124.01200,20220504_002000
1370,124.02400,20220504_004000
1371,124.03600,20220504_010000
1372,124.04800,20220504_012000
1373,124.06000,20220504_014000
1374,124.07200,20220504_020000
1375,124.08400,20220504_022000
1376,124.09600,20220504_024000
1377,124.10800,20220504_030000
1378,124.12000,20220504_032000
1379,124.13200,20220504_034000
1380,124.14400,20220504_040000
1381,124.15600,20220504_042000
1382,124.16800,20220504_044000
1383,124.18000,20220504_050000
1384,124.19200,20220504_052000
1385,124.20400,20220504_054000
1386,124.21600,20220504_060000
1387,124.22800,20220504_062000
1388,124.24000,20220504_064000
1389,124.25200,20220504_070000
1390,124.26400,20220504_072000
1391,124.27600,20220504_074000
1392,124.28800,20220504_080000
1393,124.30000,20220504_082000
1394,124.31200,20220504_084000
1395,124.32400,20220504_090000
1396,124.33600,20220504_092000
1397,124.34800,20220504_094000
1398,124.36000,20220504_100000
1399,124.37200,20220504_102000
1400,124.38400,20220504_104000
1401,124.39600,20220504_110000
1402,124.40800,20220504_112000
1403,124.42000,20220504_114000
1404,124.43200,20220504_120000
1405,124.44400,20220504_122000
1406,124.45600,20220504_124000
1407,124.46800,20220504_130000
1408,124.48000,20220504_132000
1409,124.49200,20220504_134000
1410,124.50400,20220504_140000
1411,124.51600,20220504_142000
1412,124.52800,20220504_144000
1413,124.54000,20220504_150000
1414,124.55200,20220504_152000
1415,124.56400,20220504_154000
1416,124.57600,20220504_160000
1417,124.58800,20220504_162000
1418,124.60000,20220504_164000
1419,124.61200,20220504_170000
1420,124.62400,20220504_172000
1421,124.63600,20220504_174000
1422,124.64800,20220504_180000
1423,124.66000,20220504_182000
1424,124.67200,20220504_184000
1425,124.68400,20220504_190000
1426,124.69600,20220504_192000
1427,124.70800,20220504_194000
1428,124.72000,20220504_200000
1429,124.73200,20220504_202000
1430,124.74400,20220504_204000
1431,124.75600,20220504_210000
1432,124.76800,20220504_212000
1433,124.78000,20220504_214000
1434,124.79200,20220504_220000
1435,124.80400,20220504_222000
1436,124.81600,20220504_224000
1437,124.82800,20220504_230000
1438,124.84000,20220504_232000
1439,124.85200,20220504_234000
1440,125.00,20220505_000000
1441,125.01200,20220505_002000
1442,125.02400,20220505_004000
1443,125.03600,20220505_010000
1444,125.04800,20220505_012000
1445,125.06000,20220505_014000
1446,125.07200,20220505_020000
1447,125.08400,20220505_022000
1448,125.09600,20220505_024000
1449,125.10800,20220505_030000
1450,125.12000,20220505_032000
1451,125.13200,20220505_034000
1452,125.14400,20220505_040000
1453,125.15600,20220505_042000
1454,125.16800,20220505_044000
1455,125.18000,20220505_050000
1456,125.19200,20220505_052000
1457,125.20400,20220505_054000
1458,125.21600,20220505_060000
1459,125.22800,20220505_062000
1460,125.24000,20220505_064000
1461,125.25200,20220505_070000
1462,125.26400,20220505_072000
1463,125.27600,20220505_074000
1464,125.28800,20220505_080000
1465,125.30000,20220505_082000
1466,125.31200,20220505_084000
1467,125.32400,20220505_090000
1468,125.33600,20220505_092000
1469,125.34800,20220505_094000
1470,125.36000,20220505_100000
1471,125.37200,20220505_102000
1472,125.38400,20220505_104000
1473,125.39600,20220505_110000
1474,125.40800,20220505_112000
1475,125.42000,20220505_114000
1476,125.43200,20220505_120000
1477,125.44400,20220505_122000
1478,125.45600,20220505_124000
1479,125.46800,20220505_130000
1480,125.48000,20220505_132000
1481,125.49200,20220505_134000
1482,125.50400,20220505_140000
1483,125.51600,20220505_142000
1484,125.52800,20220505_144000
1485,125.54000,20220505_150000
1486,125.55200,20220505_152000
1487,125.56400,20220505_154000
1488,125.57600,20220505_160000
1489,125.58800,20220505_162000
