new_index,L_sonic1,L_sonic2,L_sonic3,L_sonic4
1894,-326.736921621361,-271.93557038767045,-301.7014062420985,416.2337462817525
1895,-308.0390442710916,-237.36967357564478,-266.5997711899885,882.8681428010541
1896,-284.84639211530083,-261.7288927258875,-322.49161150726763,855.9764263108269
1897,-250.44260760786784,-213.5979595315063,-297.8210244196323,-1184.693846282764
1898,-235.0245972108375,-210.69547658633522,-227.5443585636605,807.7711170268103
1899,-287.5012651186612,-215.636912869518,-285.1581477219655,-241.68815623475894
1900,-241.46042573257606,-201.932530890651,-246.299998731274,-319.371815197589
1901,-211.01137469055027,-174.44799458652898,-219.98627686775333,-187.7528487190368
1902,-241.1672700153723,-233.49703935667077,-283.0560315805977,-260.6513929040122
1903,-227.09464531122487,-231.95274988467912,-260.95665430553265,-222.72491956550567
1904,-305.13847129706346,-233.08841804583102,-274.9476755212163,-275.0498546235358
1905,-206.86862375688133,-240.36251109828282,-275.5289676416053,-285.32065939106565
1906,-303.29265966070386,-288.3058160551693,-272.3901260139864,-470.14536367982873
1907,-349.36626742216697,-277.78448771546675,-348.8407587629662,-471.60893879204747
1908,-388.0106234652939,-335.0103601684178,-411.05841746127896,-438.0604122831251
1909,-391.42344270044504,-338.50387186070094,-398.2228061620875,-504.7633816508875
1910,-361.9124505695438,-360.5926042064909,-415.2953930609266,-621.403876818608
1911,-464.40018840211224,-427.944881375511,-310.33311650891096,-432.18298221452096
